,产品1,产品2,关联度
16891,ID70,ID387,1
16892,ID70,ID415,1
16893,ID70,ID438,1
16894,ID70,ID476,1
16895,ID70,ID484,1
16896,ID84,ID36,1
16897,ID84,ID49,1
16898,ID84,ID64,1
16899,ID84,ID69,1
16900,ID84,ID70,1
16901,ID84,ID90,1
16902,ID84,ID97,1
16903,ID84,ID128,1
16904,ID84,ID167,1
16905,ID84,ID234,1
16906,ID84,ID336,1
16907,ID84,ID356,1
16908,ID84,ID387,1
16909,ID84,ID394,1
16910,ID84,ID415,1
16911,ID84,ID446,1
16912,ID84,ID476,1
16913,ID84,ID484,1
16914,ID90,ID7,3
16915,ID90,ID36,1
16916,ID90,ID49,1
16917,ID90,ID64,1
16918,ID90,ID69,1
16919,ID90,ID84,1
16920,ID90,ID128,1
16921,ID90,ID151,1
16922,ID90,ID167,1
16923,ID90,ID234,1
16924,ID90,ID271,1
16925,ID90,ID333,2
16926,ID90,ID336,2
16927,ID90,ID356,3
16928,ID90,ID365,1
16929,ID90,ID371,2
16930,ID90,ID380,2
16931,ID90,ID387,1
16932,ID90,ID394,1
16933,ID90,ID415,1
16934,ID90,ID438,1
16935,ID90,ID443,1
16936,ID90,ID446,1
16937,ID90,ID476,1
16938,ID90,ID484,1
16939,ID97,ID36,1
16940,ID97,ID84,1
16941,ID97,ID151,4
16942,ID97,ID167,3
16943,ID97,ID387,1
16944,ID97,ID438,3
16945,ID97,ID476,1
16946,ID128,ID36,1
16947,ID128,ID49,1
16948,ID128,ID64,2
16949,ID128,ID69,1
16950,ID128,ID84,1
16951,ID128,ID90,1
16952,ID128,ID151,1
16953,ID128,ID167,1
16954,ID128,ID271,1
16955,ID128,ID356,1
16956,ID128,ID365,1
16957,ID128,ID371,1
16958,ID128,ID387,1
16959,ID128,ID394,3
16960,ID128,ID415,1
16961,ID128,ID438,1
16962,ID128,ID446,1
16963,ID128,ID476,1
16964,ID128,ID484,1
16965,ID151,ID36,1
16966,ID151,ID49,2
16967,ID151,ID64,2
16968,ID151,ID69,3
16969,ID151,ID70,1
16970,ID151,ID90,1
16971,ID151,ID97,4
16972,ID151,ID128,1
16973,ID151,ID167,3
16974,ID151,ID234,2
16975,ID151,ID336,2
16976,ID151,ID356,2
16977,ID151,ID365,1
16978,ID151,ID387,1
16979,ID151,ID415,2
16980,ID151,ID476,1
16981,ID151,ID484,1
16982,ID167,ID49,1
16983,ID167,ID69,1
16984,ID167,ID70,1
16985,ID167,ID84,1
16986,ID167,ID90,1
16987,ID167,ID97,3
16988,ID167,ID128,1
16989,ID167,ID151,3
16990,ID167,ID336,3
16991,ID167,ID365,1
16992,ID167,ID402,3
16993,ID167,ID438,1
16994,ID167,ID446,1
16995,ID167,ID476,1
16996,ID167,ID484,1
16997,ID234,ID36,2
16998,ID234,ID49,2
16999,ID234,ID70,1
17000,ID234,ID84,1
17001,ID234,ID90,1
17002,ID234,ID151,2
17003,ID234,ID333,1
17004,ID234,ID336,1
17005,ID234,ID365,1
17006,ID234,ID380,2
17007,ID234,ID402,2
17008,ID234,ID476,2
17009,ID234,ID484,1
17010,ID271,ID49,1
17011,ID271,ID70,1
17012,ID271,ID90,1
17013,ID271,ID128,1
17014,ID271,ID336,1
17015,ID271,ID365,1
17016,ID271,ID387,1
17017,ID271,ID402,1
17018,ID271,ID476,2
17019,ID271,ID484,1
17020,ID333,ID36,1
17021,ID333,ID49,2
17022,ID333,ID64,1
17023,ID333,ID69,3
17024,ID333,ID90,2
17025,ID333,ID234,1
17026,ID333,ID356,3
17027,ID333,ID387,1
17028,ID333,ID476,1
17029,ID333,ID484,1
17030,ID336,ID36,1
17031,ID336,ID49,2
17032,ID336,ID64,2
17033,ID336,ID84,1
17034,ID336,ID90,2
17035,ID336,ID151,2
17036,ID336,ID167,3
17037,ID336,ID234,1
17038,ID336,ID271,1
17039,ID336,ID365,2
17040,ID336,ID371,2
17041,ID336,ID387,1
17042,ID336,ID415,2
17043,ID336,ID438,2
17044,ID336,ID443,2
17045,ID336,ID476,1
17046,ID336,ID484,1
17047,ID356,ID49,1
17048,ID356,ID64,3
17049,ID356,ID84,1
17050,ID356,ID90,3
17051,ID356,ID128,1
17052,ID356,ID151,2
17053,ID356,ID333,3
17054,ID356,ID365,1
17055,ID356,ID476,2
17056,ID365,ID36,1
17057,ID365,ID49,1
17058,ID365,ID64,1
17059,ID365,ID69,1
17060,ID365,ID70,1
17061,ID365,ID90,1
17062,ID365,ID128,1
17063,ID365,ID151,1
17064,ID365,ID167,1
17065,ID365,ID234,1
17066,ID365,ID271,1
17067,ID365,ID336,2
17068,ID365,ID356,1
17069,ID365,ID387,1
17070,ID365,ID402,2
17071,ID365,ID446,1
17072,ID365,ID476,1
17073,ID365,ID484,1
17074,ID371,ID49,1
17075,ID371,ID64,1
17076,ID371,ID70,3
17077,ID371,ID90,2
17078,ID371,ID128,1
17079,ID371,ID336,2
17080,ID371,ID476,1
17081,ID371,ID484,1
17082,ID380,ID64,1
17083,ID380,ID69,3
17084,ID380,ID90,2
17085,ID380,ID234,2
17086,ID380,ID387,1
17087,ID380,ID415,2
17088,ID380,ID476,1
17089,ID380,ID484,1
17090,ID387,ID36,1
17091,ID387,ID49,1
17092,ID387,ID69,1
17093,ID387,ID70,1
17094,ID387,ID84,1
17095,ID387,ID90,1
17096,ID387,ID97,1
17097,ID387,ID128,1
17098,ID387,ID151,1
17099,ID387,ID271,1
17100,ID387,ID333,1
17101,ID387,ID336,1
17102,ID387,ID365,1
17103,ID387,ID380,1
17104,ID387,ID402,1
17105,ID387,ID438,1
17106,ID387,ID446,1
17107,ID387,ID476,1
17108,ID387,ID484,1
17109,ID394,ID49,2
17110,ID394,ID69,2
17111,ID394,ID84,1
17112,ID394,ID90,1
17113,ID394,ID128,3
17114,ID394,ID476,1
17115,ID394,ID484,1
17116,ID402,ID36,1
17117,ID402,ID64,3
17118,ID402,ID167,3
17119,ID402,ID234,2
17120,ID402,ID271,1
17121,ID402,ID365,2
17122,ID402,ID387,1
17123,ID402,ID415,2
17124,ID402,ID476,1
17125,ID402,ID484,1
17126,ID415,ID70,1
17127,ID415,ID84,1
17128,ID415,ID90,1
17129,ID415,ID128,1
17130,ID415,ID151,2
17131,ID415,ID336,2
17132,ID415,ID380,2
17133,ID415,ID402,2
17134,ID415,ID476,1
17135,ID415,ID484,1
17136,ID438,ID36,1
17137,ID438,ID49,1
17138,ID438,ID64,1
17139,ID438,ID70,1
17140,ID438,ID90,1
17141,ID438,ID97,3
17142,ID438,ID128,1
17143,ID438,ID167,1
17144,ID438,ID336,2
17145,ID438,ID387,1
17146,ID438,ID446,1
17147,ID438,ID476,1
17148,ID438,ID484,1
17149,ID443,ID36,2
17150,ID443,ID90,1
17151,ID443,ID336,2
17152,ID443,ID446,1
17153,ID443,ID476,1
17154,ID443,ID484,1
17155,ID446,ID64,1
17156,ID446,ID84,1
17157,ID446,ID90,1
17158,ID446,ID128,1
17159,ID446,ID167,1
17160,ID446,ID365,1
17161,ID446,ID387,1
17162,ID446,ID438,1
17163,ID446,ID443,1
17164,ID446,ID476,1
17165,ID446,ID484,1
17166,ID476,ID7,2
17167,ID476,ID21,3
17168,ID476,ID36,1
17169,ID476,ID49,1
17170,ID476,ID64,1
17171,ID476,ID69,1
17172,ID476,ID70,1
17173,ID476,ID84,1
17174,ID476,ID90,1
17175,ID476,ID97,1
17176,ID476,ID128,1
17177,ID476,ID151,1
17178,ID476,ID167,1
17179,ID476,ID234,2
17180,ID476,ID271,2
17181,ID476,ID333,1
17182,ID476,ID336,1
17183,ID476,ID356,2
17184,ID476,ID365,1
17185,ID476,ID371,1
17186,ID476,ID380,1
17187,ID476,ID387,1
17188,ID476,ID394,1
17189,ID476,ID402,1
17190,ID476,ID415,1
17191,ID476,ID438,1
17192,ID476,ID443,1
17193,ID476,ID446,1
17194,ID476,ID484,1
17195,ID476,ID487,3
17196,ID484,ID7,1
17197,ID484,ID21,1
17198,ID484,ID36,1
17199,ID484,ID49,1
17200,ID484,ID64,1
17201,ID484,ID69,1
17202,ID484,ID70,1
17203,ID484,ID84,1
17204,ID484,ID90,1
17205,ID484,ID128,1
17206,ID484,ID151,1
17207,ID484,ID167,1
17208,ID484,ID234,1
17209,ID484,ID271,1
17210,ID484,ID333,1
17211,ID484,ID336,1
17212,ID484,ID365,1
17213,ID484,ID371,1
17214,ID484,ID380,1
17215,ID484,ID387,1
17216,ID484,ID394,1
17217,ID484,ID402,1
17218,ID484,ID415,1
17219,ID484,ID438,1
17220,ID484,ID443,1
17221,ID484,ID446,1
17222,ID484,ID476,1
17223,ID484,ID487,1
17224,ID487,ID476,3
17225,ID487,ID484,1
17226,ID38,ID234,1
17227,ID38,ID337,1
17228,ID38,ID394,2
17229,ID38,ID429,2
17230,ID38,ID511,2
17231,ID234,ID38,1
17232,ID234,ID337,1
17233,ID234,ID511,1
17234,ID337,ID38,1
17235,ID337,ID234,1
17236,ID337,ID394,1
17237,ID337,ID511,1
17238,ID341,ID511,3
17239,ID394,ID38,2
17240,ID394,ID337,1
17241,ID429,ID38,2
17242,ID511,ID38,2
17243,ID511,ID234,1
17244,ID511,ID337,1
17245,ID511,ID341,3
17246,ID39,ID86,1
17247,ID39,ID137,1
17248,ID39,ID326,1
17249,ID39,ID327,1
17250,ID39,ID380,1
17251,ID39,ID440,1
17252,ID54,ID137,3
17253,ID54,ID234,3
17254,ID54,ID327,1
17255,ID71,ID137,1
17256,ID71,ID327,1
17257,ID86,ID39,1
17258,ID86,ID111,1
17259,ID86,ID137,1
17260,ID111,ID86,1
17261,ID111,ID137,1
17262,ID111,ID167,2
17263,ID111,ID326,1
17264,ID111,ID440,1
17265,ID111,ID466,3
17266,ID137,ID39,1
17267,ID137,ID54,3
17268,ID137,ID71,1
17269,ID137,ID86,1
17270,ID137,ID111,1
17271,ID137,ID234,1
17272,ID137,ID269,2
17273,ID137,ID297,1
17274,ID137,ID326,1
17275,ID137,ID327,1
17276,ID137,ID380,1
17277,ID137,ID440,1
17278,ID167,ID111,2
17279,ID234,ID54,3
17280,ID234,ID137,1
17281,ID234,ID326,1
17282,ID234,ID327,1
17283,ID234,ID426,2
17284,ID264,ID327,2
17285,ID269,ID137,2
17286,ID269,ID380,3
17287,ID297,ID137,1
17288,ID297,ID327,1
17289,ID297,ID426,7
17290,ID326,ID39,1
17291,ID326,ID111,1
17292,ID326,ID137,1
17293,ID326,ID234,1
17294,ID326,ID327,1
17295,ID326,ID380,1
17296,ID327,ID39,1
17297,ID327,ID54,1
17298,ID327,ID71,1
17299,ID327,ID137,1
17300,ID327,ID234,1
17301,ID327,ID264,2
17302,ID327,ID297,1
17303,ID327,ID326,1
17304,ID327,ID380,1
17305,ID327,ID426,1
17306,ID327,ID451,1
17307,ID327,ID466,1
17308,ID327,ID487,2
17309,ID380,ID39,1
17310,ID380,ID137,1
17311,ID380,ID269,3
17312,ID380,ID326,1
17313,ID380,ID327,1
17314,ID380,ID426,1
17315,ID426,ID234,2
17316,ID426,ID297,7
17317,ID426,ID327,1
17318,ID426,ID380,1
17319,ID440,ID39,1
17320,ID440,ID111,1
17321,ID440,ID137,1
17322,ID451,ID327,1
17323,ID466,ID111,3
17324,ID466,ID327,1
17325,ID487,ID327,2
17326,ID5,ID22,1
17327,ID5,ID361,1
17328,ID5,ID387,1
17329,ID5,ID445,1
17330,ID5,ID465,1
17331,ID5,ID491,1
17332,ID7,ID22,1
17333,ID7,ID491,2
17334,ID21,ID22,1
17335,ID21,ID361,1
17336,ID21,ID491,3
17337,ID21,ID494,1
17338,ID22,ID5,1
17339,ID22,ID7,1
17340,ID22,ID21,1
17341,ID22,ID71,1
17342,ID22,ID86,1
17343,ID22,ID101,1
17344,ID22,ID149,1
17345,ID22,ID203,1
17346,ID22,ID221,1
17347,ID22,ID229,1
17348,ID22,ID294,1
17349,ID22,ID297,1
17350,ID22,ID344,1
17351,ID22,ID361,1
17352,ID22,ID364,1
17353,ID22,ID387,1
17354,ID22,ID392,1
17355,ID22,ID394,1
17356,ID22,ID395,1
17357,ID22,ID414,1
17358,ID22,ID415,1
17359,ID22,ID426,1
17360,ID22,ID428,1
17361,ID22,ID440,1
17362,ID22,ID445,1
17363,ID22,ID451,1
17364,ID22,ID454,1
17365,ID22,ID465,1
17366,ID22,ID466,1
17367,ID22,ID487,1
17368,ID22,ID491,1
17369,ID22,ID494,1
17370,ID71,ID22,1
17371,ID71,ID361,1
17372,ID71,ID445,1
17373,ID71,ID491,1
17374,ID71,ID494,1
17375,ID86,ID22,1
17376,ID86,ID361,1
17377,ID86,ID387,1
17378,ID86,ID445,1
17379,ID86,ID465,1
17380,ID86,ID491,1
17381,ID101,ID22,1
17382,ID101,ID229,1
17383,ID101,ID361,1
17384,ID101,ID392,1
17385,ID101,ID414,1
17386,ID101,ID426,7
17387,ID101,ID445,1
17388,ID101,ID465,1
17389,ID101,ID491,1
17390,ID101,ID494,1
17391,ID149,ID22,1
17392,ID149,ID361,1
17393,ID149,ID445,1
17394,ID149,ID491,3
17395,ID203,ID22,1
17396,ID203,ID428,1
17397,ID203,ID445,1
17398,ID203,ID465,1
17399,ID203,ID491,1
17400,ID203,ID494,1
17401,ID221,ID22,1
17402,ID221,ID361,1
17403,ID221,ID445,1
17404,ID221,ID491,2
17405,ID229,ID22,1
17406,ID229,ID101,1
17407,ID229,ID361,1
17408,ID229,ID387,1
17409,ID229,ID445,1
17410,ID229,ID465,1
17411,ID229,ID491,1
17412,ID229,ID494,1
17413,ID294,ID22,1
17414,ID294,ID361,1
17415,ID294,ID414,1
17416,ID294,ID428,2
17417,ID294,ID445,1
17418,ID294,ID491,1
17419,ID297,ID22,1
17420,ID297,ID361,1
17421,ID297,ID445,1
17422,ID344,ID22,1
17423,ID344,ID361,1
17424,ID344,ID445,1
17425,ID344,ID465,1
17426,ID344,ID491,2
17427,ID361,ID5,1
17428,ID361,ID21,1
17429,ID361,ID22,1
17430,ID361,ID71,1
17431,ID361,ID86,1
17432,ID361,ID101,1
17433,ID361,ID149,1
17434,ID361,ID221,1
17435,ID361,ID229,1
17436,ID361,ID294,1
17437,ID361,ID297,1
17438,ID361,ID344,1
17439,ID361,ID364,1
17440,ID361,ID387,1
17441,ID361,ID392,1
17442,ID361,ID395,1
17443,ID361,ID414,1
17444,ID361,ID415,1
17445,ID361,ID426,1
17446,ID361,ID428,1
17447,ID361,ID440,1
17448,ID361,ID445,1
17449,ID361,ID454,1
17450,ID361,ID465,1
17451,ID361,ID466,1
17452,ID361,ID491,1
17453,ID361,ID494,1
17454,ID364,ID22,1
17455,ID364,ID361,1
17456,ID364,ID445,2
17457,ID387,ID5,1
17458,ID387,ID22,1
17459,ID387,ID86,1
17460,ID387,ID229,1
17461,ID387,ID361,1
17462,ID387,ID392,1
17463,ID387,ID414,2
17464,ID387,ID428,1
17465,ID387,ID440,1
17466,ID387,ID445,1
17467,ID387,ID466,4
17468,ID387,ID491,1
17469,ID387,ID494,1
17470,ID392,ID22,1
17471,ID392,ID101,1
17472,ID392,ID361,1
17473,ID392,ID387,1
17474,ID392,ID428,1
17475,ID392,ID445,2
17476,ID392,ID491,1
17477,ID394,ID22,1
17478,ID394,ID445,1
17479,ID394,ID491,2
17480,ID395,ID22,1
17481,ID395,ID361,1
17482,ID395,ID445,1
17483,ID414,ID22,1
17484,ID414,ID101,1
17485,ID414,ID294,1
17486,ID414,ID361,1
17487,ID414,ID387,2
17488,ID414,ID428,2
17489,ID414,ID445,1
17490,ID414,ID465,1
17491,ID414,ID491,1
17492,ID415,ID22,1
17493,ID415,ID361,1
17494,ID415,ID445,1
17495,ID415,ID491,1
17496,ID426,ID22,1
17497,ID426,ID101,7
17498,ID426,ID361,1
17499,ID426,ID428,1
17500,ID426,ID445,1
17501,ID426,ID465,1
17502,ID426,ID491,1
17503,ID426,ID494,1
17504,ID428,ID22,1
17505,ID428,ID203,1
17506,ID428,ID294,2
17507,ID428,ID361,1
17508,ID428,ID387,1
17509,ID428,ID392,1
17510,ID428,ID414,2
17511,ID428,ID426,1
17512,ID428,ID445,1
17513,ID428,ID491,1
17514,ID428,ID494,1
17515,ID440,ID22,1
17516,ID440,ID361,1
17517,ID440,ID387,1
17518,ID440,ID445,1
17519,ID440,ID465,1
17520,ID440,ID491,1
17521,ID445,ID5,1
17522,ID445,ID22,1
17523,ID445,ID71,1
17524,ID445,ID86,1
17525,ID445,ID101,1
17526,ID445,ID149,1
17527,ID445,ID203,1
17528,ID445,ID221,1
17529,ID445,ID229,1
17530,ID445,ID294,1
17531,ID445,ID297,1
17532,ID445,ID344,1
17533,ID445,ID361,1
17534,ID445,ID364,2
17535,ID445,ID387,1
17536,ID445,ID392,2
17537,ID445,ID394,1
17538,ID445,ID395,1
17539,ID445,ID414,1
17540,ID445,ID415,1
17541,ID445,ID426,1
17542,ID445,ID428,1
17543,ID445,ID440,1
17544,ID445,ID465,1
17545,ID445,ID491,1
17546,ID445,ID494,1
17547,ID451,ID22,1
17548,ID451,ID491,2
17549,ID451,ID494,1
17550,ID454,ID22,1
17551,ID454,ID361,1
17552,ID454,ID491,2
17553,ID465,ID5,1
17554,ID465,ID22,1
17555,ID465,ID86,1
17556,ID465,ID101,1
17557,ID465,ID203,1
17558,ID465,ID229,1
17559,ID465,ID344,1
17560,ID465,ID361,1
17561,ID465,ID414,1
17562,ID465,ID426,1
17563,ID465,ID440,1
17564,ID465,ID445,1
17565,ID465,ID491,1
17566,ID465,ID494,1
17567,ID466,ID22,1
17568,ID466,ID361,1
17569,ID466,ID387,4
17570,ID466,ID491,1
17571,ID487,ID22,1
17572,ID487,ID491,3
17573,ID487,ID494,1
17574,ID491,ID5,1
17575,ID491,ID7,2
17576,ID491,ID21,3
17577,ID491,ID22,1
17578,ID491,ID71,1
17579,ID491,ID86,1
17580,ID491,ID101,1
17581,ID491,ID149,3
17582,ID491,ID203,1
17583,ID491,ID221,2
17584,ID491,ID229,1
17585,ID491,ID294,1
17586,ID491,ID344,2
17587,ID491,ID361,1
17588,ID491,ID387,1
17589,ID491,ID392,1
17590,ID491,ID394,2
17591,ID491,ID414,1
17592,ID491,ID415,1
17593,ID491,ID426,1
17594,ID491,ID428,1
17595,ID491,ID440,1
17596,ID491,ID445,1
17597,ID491,ID451,2
17598,ID491,ID454,2
17599,ID491,ID465,1
17600,ID491,ID466,1
17601,ID491,ID487,3
17602,ID491,ID494,1
17603,ID494,ID21,1
17604,ID494,ID22,1
17605,ID494,ID71,1
17606,ID494,ID101,1
17607,ID494,ID203,1
17608,ID494,ID229,1
17609,ID494,ID361,1
17610,ID494,ID387,1
17611,ID494,ID426,1
17612,ID494,ID428,1
17613,ID494,ID445,1
17614,ID494,ID451,1
17615,ID494,ID465,1
17616,ID494,ID487,1
17617,ID494,ID491,1
17618,ID39,ID149,4
17619,ID39,ID318,1
17620,ID39,ID414,2
17621,ID149,ID39,4
17622,ID149,ID411,1
17623,ID160,ID411,1
17624,ID179,ID411,1
17625,ID269,ID411,1
17626,ID318,ID39,1
17627,ID318,ID411,1
17628,ID394,ID411,1
17629,ID395,ID411,1
17630,ID411,ID149,1
17631,ID411,ID160,1
17632,ID411,ID179,1
17633,ID411,ID269,1
17634,ID411,ID318,1
17635,ID411,ID394,1
17636,ID411,ID395,1
17637,ID411,ID414,1
17638,ID411,ID454,1
17639,ID411,ID487,1
17640,ID414,ID39,2
17641,ID414,ID411,1
17642,ID454,ID411,1
17643,ID487,ID411,1
17644,ID64,ID161,1
17645,ID64,ID285,2
17646,ID161,ID64,1
17647,ID161,ID229,1
17648,ID161,ID285,1
17649,ID161,ID394,1
17650,ID229,ID161,1
17651,ID285,ID64,2
17652,ID285,ID161,1
17653,ID285,ID509,4
17654,ID394,ID161,1
17655,ID509,ID285,4
17656,ID7,ID59,2
17657,ID7,ID208,1
17658,ID31,ID33,1
17659,ID31,ID208,1
17660,ID31,ID229,1
17661,ID31,ID285,2
17662,ID31,ID406,1
17663,ID33,ID31,1
17664,ID33,ID59,1
17665,ID33,ID208,1
17666,ID33,ID406,1
17667,ID33,ID429,2
17668,ID33,ID438,1
17669,ID59,ID7,2
17670,ID59,ID33,1
17671,ID59,ID97,1
17672,ID59,ID179,1
17673,ID59,ID208,1
17674,ID59,ID221,1
17675,ID59,ID229,1
17676,ID59,ID285,2
17677,ID59,ID341,2
17678,ID59,ID391,2
17679,ID59,ID406,1
17680,ID59,ID438,1
17681,ID97,ID59,1
17682,ID97,ID179,4
17683,ID97,ID229,4
17684,ID97,ID406,1
17685,ID179,ID59,1
17686,ID179,ID97,4
17687,ID179,ID208,1
17688,ID179,ID406,1
17689,ID179,ID429,3
17690,ID208,ID7,1
17691,ID208,ID31,1
17692,ID208,ID33,1
17693,ID208,ID59,1
17694,ID208,ID179,1
17695,ID208,ID221,1
17696,ID208,ID229,1
17697,ID208,ID264,1
17698,ID208,ID285,1
17699,ID208,ID391,1
17700,ID208,ID406,1
17701,ID208,ID428,1
17702,ID208,ID438,1
17703,ID221,ID59,1
17704,ID221,ID208,1
17705,ID221,ID406,1
17706,ID229,ID31,1
17707,ID229,ID59,1
17708,ID229,ID97,4
17709,ID229,ID208,1
17710,ID229,ID391,1
17711,ID229,ID406,1
17712,ID229,ID438,1
17713,ID264,ID208,1
17714,ID264,ID428,1
17715,ID264,ID438,2
17716,ID285,ID31,2
17717,ID285,ID59,2
17718,ID285,ID208,1
17719,ID285,ID406,1
17720,ID285,ID428,2
17721,ID285,ID429,1
17722,ID285,ID438,2
17723,ID341,ID59,2
17724,ID341,ID406,1
17725,ID391,ID59,2
17726,ID391,ID208,1
17727,ID391,ID229,1
17728,ID391,ID406,2
17729,ID391,ID438,1
17730,ID395,ID406,1
17731,ID406,ID31,1
17732,ID406,ID33,1
17733,ID406,ID59,1
17734,ID406,ID97,1
17735,ID406,ID179,1
17736,ID406,ID208,1
17737,ID406,ID221,1
17738,ID406,ID229,1
17739,ID406,ID285,1
17740,ID406,ID341,1
17741,ID406,ID391,2
17742,ID406,ID395,1
17743,ID406,ID428,1
17744,ID406,ID429,1
17745,ID406,ID438,1
17746,ID428,ID208,1
17747,ID428,ID264,1
17748,ID428,ID285,2
17749,ID428,ID406,1
17750,ID428,ID429,2
17751,ID429,ID33,2
17752,ID429,ID179,3
17753,ID429,ID285,1
17754,ID429,ID406,1
17755,ID429,ID428,2
17756,ID429,ID438,1
17757,ID438,ID33,1
17758,ID438,ID59,1
17759,ID438,ID208,1
17760,ID438,ID229,1
17761,ID438,ID264,2
17762,ID438,ID285,2
17763,ID438,ID391,1
17764,ID438,ID406,1
17765,ID438,ID429,1
17766,ID248,ID511,2
17767,ID285,ID511,1
17768,ID370,ID395,1
17769,ID370,ID456,1
17770,ID370,ID511,1
17771,ID395,ID370,1
17772,ID395,ID511,2
17773,ID409,ID511,1
17774,ID430,ID511,2
17775,ID456,ID370,1
17776,ID456,ID511,2
17777,ID511,ID248,2
17778,ID511,ID285,1
17779,ID511,ID370,1
17780,ID511,ID395,2
17781,ID511,ID409,1
17782,ID511,ID430,2
17783,ID511,ID456,2
17784,ID289,ID356,3
17785,ID356,ID289,3
17786,ID26,ID39,2
17787,ID26,ID256,1
17788,ID26,ID316,1
17789,ID39,ID26,2
17790,ID39,ID40,1
17791,ID39,ID98,1
17792,ID39,ID148,1
17793,ID39,ID249,2
17794,ID39,ID316,1
17795,ID39,ID373,1
17796,ID39,ID501,1
17797,ID40,ID39,1
17798,ID40,ID256,2
17799,ID40,ID269,2
17800,ID40,ID294,1
17801,ID40,ID316,1
17802,ID40,ID501,1
17803,ID98,ID39,1
17804,ID98,ID148,2
17805,ID98,ID264,3
17806,ID148,ID39,1
17807,ID148,ID98,2
17808,ID148,ID149,2
17809,ID148,ID248,1
17810,ID148,ID256,1
17811,ID148,ID269,1
17812,ID148,ID294,1
17813,ID148,ID316,1
17814,ID148,ID501,1
17815,ID148,ID509,1
17816,ID149,ID148,2
17817,ID149,ID316,1
17818,ID179,ID316,1
17819,ID248,ID148,1
17820,ID248,ID501,1
17821,ID249,ID39,2
17822,ID249,ID316,1
17823,ID256,ID26,1
17824,ID256,ID40,2
17825,ID256,ID148,1
17826,ID256,ID316,1
17827,ID256,ID501,1
17828,ID264,ID98,3
17829,ID264,ID316,1
17830,ID264,ID501,1
17831,ID269,ID40,2
17832,ID269,ID148,1
17833,ID269,ID316,1
17834,ID294,ID40,1
17835,ID294,ID148,1
17836,ID294,ID316,1
17837,ID297,ID316,1
17838,ID316,ID26,1
17839,ID316,ID39,1
17840,ID316,ID40,1
17841,ID316,ID148,1
17842,ID316,ID149,1
17843,ID316,ID179,1
17844,ID316,ID249,1
17845,ID316,ID256,1
17846,ID316,ID264,1
17847,ID316,ID269,1
17848,ID316,ID294,1
17849,ID316,ID297,1
17850,ID316,ID344,1
17851,ID316,ID364,1
17852,ID316,ID451,1
17853,ID316,ID501,1
17854,ID341,ID501,1
17855,ID344,ID316,1
17856,ID364,ID316,1
17857,ID373,ID39,1
17858,ID395,ID501,1
17859,ID451,ID316,1
17860,ID451,ID501,1
17861,ID466,ID501,1
17862,ID487,ID501,1
17863,ID501,ID39,1
17864,ID501,ID40,1
17865,ID501,ID148,1
17866,ID501,ID248,1
17867,ID501,ID256,1
17868,ID501,ID264,1
17869,ID501,ID316,1
17870,ID501,ID341,1
17871,ID501,ID395,1
17872,ID501,ID451,1
17873,ID501,ID466,1
17874,ID501,ID487,1
17875,ID501,ID509,1
17876,ID509,ID148,1
17877,ID509,ID501,1
17878,ID36,ID42,1
17879,ID36,ID86,1
17880,ID36,ID123,1
17881,ID36,ID229,1
17882,ID36,ID252,1
17883,ID36,ID301,1
17884,ID36,ID440,1
17885,ID36,ID456,1
17886,ID40,ID49,1
17887,ID40,ID234,1
17888,ID40,ID426,4
17889,ID40,ID456,1
17890,ID42,ID36,1
17891,ID42,ID49,1
17892,ID42,ID98,1
17893,ID42,ID249,1
17894,ID42,ID278,1
17895,ID42,ID301,1
17896,ID42,ID425,1
17897,ID42,ID509,1
17898,ID49,ID40,1
17899,ID49,ID42,1
17900,ID49,ID86,1
17901,ID49,ID98,2
17902,ID49,ID123,1
17903,ID49,ID160,1
17904,ID49,ID179,1
17905,ID49,ID221,2
17906,ID49,ID229,1
17907,ID49,ID278,1
17908,ID49,ID341,1
17909,ID49,ID364,1
17910,ID49,ID425,1
17911,ID49,ID426,1
17912,ID49,ID440,1
17913,ID49,ID451,1
17914,ID49,ID466,1
17915,ID86,ID36,1
17916,ID86,ID49,1
17917,ID86,ID278,1
17918,ID86,ID301,1
17919,ID98,ID42,1
17920,ID98,ID49,2
17921,ID98,ID252,2
17922,ID98,ID426,3
17923,ID98,ID456,2
17924,ID123,ID36,1
17925,ID123,ID49,1
17926,ID123,ID234,1
17927,ID123,ID278,1
17928,ID123,ID301,1
17929,ID123,ID379,2
17930,ID123,ID425,1
17931,ID123,ID456,1
17932,ID160,ID49,1
17933,ID179,ID49,1
17934,ID179,ID301,1
17935,ID221,ID49,2
17936,ID229,ID36,1
17937,ID229,ID49,1
17938,ID229,ID278,1
17939,ID229,ID301,1
17940,ID229,ID425,1
17941,ID229,ID456,5
17942,ID234,ID40,1
17943,ID234,ID123,1
17944,ID234,ID278,1
17945,ID234,ID301,1
17946,ID249,ID42,1
17947,ID249,ID301,1
17948,ID249,ID426,4
17949,ID249,ID456,2
17950,ID252,ID36,1
17951,ID252,ID98,2
17952,ID252,ID278,1
17953,ID252,ID301,1
17954,ID252,ID379,1
17955,ID278,ID42,1
17956,ID278,ID49,1
17957,ID278,ID86,1
17958,ID278,ID123,1
17959,ID278,ID229,1
17960,ID278,ID234,1
17961,ID278,ID252,1
17962,ID278,ID297,1
17963,ID278,ID301,1
17964,ID278,ID426,1
17965,ID278,ID440,1
